	id	similarityStruct.MACCS.Dice	similarityStruct.Morgan.Dice	similarityStruct.MorganPure.Dice	similarityStruct.RDK.Dice	similarityStruct.AtomPair.Dice	similarityStruct.Torsion.Dice	similarityStruct.MACCS.Tanimoto	similarityStruct.RDKDice.Tanimoto	Source.MineID	Source.PubChemCID	Source.DrugBankID
1462	DB14543	0.8511	0.561	0.3293	0.5928	0.4688	0.1096	0.7407	0.4212	15	5318517	DB05767
1463	DB14544	0.875	0.6026	0.3718	0.5982	0.4866	0.0986	0.7778	0.4268	15	5318517	DB05767
1464	DB14545	0.8936	0.6076	0.3671	0.6186	0.4739	0.1135	0.8077	0.4478	15	5318517	DB05767
1465	DB14555	0.7619	0.5974	0.4026	0.6561	0.5529	0.3871	0.6154	0.4882	15	5318517	DB05767
1466	DB14570	0.8046	0.6119	0.3433	0.6102	0.5061	0.1719	0.6731	0.4391	15	5318517	DB05767
1467	DB14583	0.7816	0.5915	0.3521	0.5997	0.4741	0.1364	0.6415	0.4282	15	5318517	DB05767
1468	DB14584	0.814	0.6269	0.3881	0.6078	0.5401	0.1417	0.6863	0.4366	15	5318517	DB05767
1469	DB14596	0.8081	0.5641	0.3462	0.5665	0.4494	0.0845	0.678	0.3952	15	5318517	DB05767
1470	DB14625	0.8602	0.5772	0.3087	0.5881	0.5256	0.0857	0.7547	0.4166	15	5318517	DB05767
1471	DB14626	0.7381	0.6143	0.3143	0.6245	0.5181	0.3016	0.5849	0.454	15	5318517	DB05767
1472	DB14631	0.8039	0.604	0.3758	0.5629	0.4848	0.073	0.6721	0.3917	15	5318517	DB05767
1473	DB14632	0.875	0.5987	0.3567	0.6036	0.5056	0.0851	0.7778	0.4322	15	5318517	DB05767
1474	DB14633	0.8936	0.5949	0.3671	0.6062	0.4822	0.0851	0.8077	0.4349	15	5318517	DB05767
1475	DB14634	0.86	0.6358	0.3576	0.5527	0.4947	0.1088	0.7544	0.3819	15	5318517	DB05767
1476	DB14637	0.8485	0.604	0.3221	0.5667	0.4888	0.0863	0.7368	0.3954	15	5318517	DB05767
1477	DB14639	0.7765	0.5185	0.358	0.6301	0.4476	0.2273	0.6346	0.4599	15	5318517	DB05767
1478	DB14640	0.8485	0.6309	0.3624	0.5602	0.4703	0.1399	0.7368	0.3891	15	5318517	DB05767
1479	DB14641	0.7126	0.45	0.3125	0.4649	0.4848	0.1493	0.5536	0.3028	15	5318517	DB05767
1480	DB14643	0.8511	0.55	0.3	0.5843	0.4902	0.0822	0.7407	0.4127	15	5318517	DB05767
1481	DB14644	0.8842	0.575	0.325	0.6084	0.4887	0.0833	0.7925	0.4372	15	5318517	DB05767
1482	DB14646	0.8723	0.5986	0.3401	0.5881	0.5192	0.1176	0.7736	0.4166	15	5318517	DB05767
1483	DB14649	0.8485	0.6093	0.3311	0.5602	0.4945	0.1088	0.7368	0.3891	15	5318517	DB05767
1484	DB14652	0.7789	0.5563	0.2914	0.5411	0.444	0.1678	0.6379	0.3709	15	5318517	DB05767
1485	DB14653	0.7959	0.5399	0.2822	0.5447	0.4335	0.1622	0.661	0.3743	15	5318517	DB05767
1486	DB14655	0.7073	0.5571	0.3429	0.4977	0.483	0.315	0.5472	0.3313	15	5318517	DB05767
1487	DB14659	0.7816	0.5753	0.3288	0.5844	0.4724	0.1286	0.6415	0.4128	15	5318517	DB05767
1488	DB14660	0.7317	0.6015	0.3008	0.61	0.4615	0.1538	0.5769	0.4388	15	5318517	DB05767
1489	DB14664	0.7789	0.5316	0.2785	0.5616	0.4259	0.1611	0.6379	0.3904	15	5318517	DB05767
1490	DB14669	0.7664	0.5752	0.3399	0.53	0.4641	0.0946	0.6212	0.3605	15	5318517	DB05767
1491	DB14673	0.8431	0.55	0.3125	0.5507	0.4676	0.0779	0.7288	0.38	15	5318517	DB05767
1492	DB14677	0.7727	0.5263	0.3158	0.6014	0.4409	0.1504	0.6296	0.43	15	5318517	DB05767
1493	DB14678	0.7442	0.5229	0.3137	0.6005	0.398	0.1527	0.5926	0.4291	15	5318517	DB05767
1494	DB14679	0.747	0.5325	0.2727	0.5756	0.4095	0.1471	0.5962	0.4041	15	5318517	DB05767
1495	DB14681	0.9149	0.6331	0.3885	0.5973	0.5455	0.1504	0.8431	0.4258	15	5318517	DB05767
1496	DB14703	0.7	0.5	0.3068	0.517	0.3966	0.1317	0.5385	0.3486	15	5318517	DB05767
1497	DB14815	0.9109	0.4245	0.2694	0.5306	0.3579	0.2105	0.8364	0.3611	15	5318517	DB05767
1498	DB15109	0.7387	0.5091	0.2909	0.5051	0.4654	0.0859	0.5857	0.3379	15	5318517	DB05767
1499	DB15114	0.8936	0.6331	0.3453	0.607	0.5484	0.0746	0.8077	0.4357	15	5318517	DB05767
1500	DB15282	0.8085	0.4841	0.3057	0.5305	0.4333	0.1208	0.6786	0.361	15	5318517	DB05767
1501	DB15532	0.9109	0.4462	0.2629	0.6009	0.3709	0.2058	0.8364	0.4295	15	5318517	DB05767
1502	DB15557	0.8539	0.6144	0.4183	0.5726	0.5468	0.3471	0.7451	0.4012	15	5318517	DB05767
1503	DB15566	0.8842	0.6395	0.3673	0.6002	0.5192	0.0882	0.7925	0.4287	15	5318517	DB05767
1504	DB15585	0.6804	0.4938	0.284	0.5142	0.4541	0.08	0.5156	0.3461	15	5318517	DB05767
1505	DB15588	0.8046	0.5732	0.3567	0.6708	0.6025	0.3899	0.6731	0.5047	15	5318517	DB05767
1506	DB15614	0.7561	0.589	0.3425	0.551	0.5281	0.3103	0.6078	0.3803	15	5318517	DB05767
1507	DB15775	0.8043	0.4969	0.3106	0.5302	0.4545	0.1274	0.6727	0.3607	15	5318517	DB05767
1508	DB15777	0.7789	0.5385	0.2692	0.5817	0.4479	0.1268	0.6379	0.4102	15	5318517	DB05767
1509	DB15821	0.8041	0.5466	0.2733	0.5832	0.4609	0.1277	0.6724	0.4116	15	5318517	DB05767
1510	DB15830	0.8842	0.6323	0.3613	0.6051	0.5066	0.1974	0.7925	0.4338	15	5318517	DB05767
1511	DB15903	0.7333	0.5556	0.3194	0.5512	0.4304	0.1471	0.5789	0.3804	15	5318517	DB05767
1512	DB15970	0.8776	0.5816	0.3546	0.5456	0.4948	0.1029	0.7818	0.3751	15	5318517	DB05767
1513	DB15984	0.7045	0.5839	0.3796	0.6092	0.4583	0.254	0.5439	0.4381	15	5318517	DB05767
1514	DB15999	0.875	0.5912	0.3522	0.6036	0.5064	0.0851	0.7778	0.4322	15	5318517	DB05767
1515	DB16001	0.7442	0.5157	0.3396	0.6401	0.4227	0.2443	0.5926	0.4707	15	5318517	DB05767
1516	DB16002	0.7442	0.5616	0.3699	0.6395	0.4624	0.252	0.5926	0.47	15	5318517	DB05767
1517	DB16003	0.7529	0.5223	0.3567	0.6066	0.4468	0.237	0.6038	0.4353	15	5318517	DB05767
1518	DB16117	0.7321	0.4278	0.2674	0.4209	0.4511	0.1429	0.5775	0.2665	15	5318517	DB05767
1519	DB16141	0.7442	0.4634	0.2805	0.6455	0.4247	0.1654	0.5926	0.4766	15	5318517	DB05767
1520	DB16221	0.7473	0.4819	0.2771	0.4997	0.4828	0.1026	0.5965	0.3331	15	5318517	DB05767
1521	DB16260	0.8235	0.5915	0.3803	0.4601	0.4877	0.3101	0.7	0.2988	15	5318517	DB05767
1522	DB16288	0.8571	0.4417	0.2699	0.4666	0.5074	0.1235	0.75	0.3043	15	5318517	DB05767
1523	DB16625	0.7442	0.56	0.3333	0.6276	0.462	0.1875	0.5926	0.4573	15	5318517	DB05767
1524	DB00171	0.5306	0.3687	0.2905	0.3467	0.2651	0.0522	0.3611	0.2097	16	91667962	
1525	DB00364	0.6667	0.3677	0.1806	0.3128	0.1556	0.1868	0.5	0.1854	16	91667962	
1526	DB00883	0.5556	0.3143	0.1429	0.3241	0.4954	0.1905	0.3846	0.1934	16	91667962	
1527	DB00995	0.5946	0.4862	0.1768	0.3018	0.2489	0.2264	0.4231	0.1777	16	91667962	
1528	DB01632	0.7246	0.4474	0.3684	0.4625	0.6282	0.1609	0.5682	0.3008	16	91667962	
1529	DB01649	0.5094	0.3745	0.2468	0.3232	0.1493	0.071	0.3418	0.1928	16	91667962	
1530	DB01661	0.5149	0.4695	0.3192	0.3403	0.1845	0.0833	0.3467	0.2051	16	91667962	
1531	DB01666	0.7812	0.3871	0.3226	0.3852	0.6429	0.4444	0.641	0.2385	16	91667962	
1532	DB01673	0.5149	0.4779	0.2655	0.3125	0.1509	0.1781	0.3467	0.1852	16	91667962	
1533	DB01690	0.5253	0.3636	0.2424	0.3467	0.1849	0.0732	0.3562	0.2097	16	91667962	
1534	DB01697	0.5161	0.3529	0.1711	0.329	0.2469	0.2812	0.3478	0.1969	16	91667962	
1535	DB01713	0.5306	0.3743	0.2781	0.3525	0.2595	0.1488	0.3611	0.2139	16	91667962	
1536	DB01717	0.5253	0.4462	0.3028	0.3456	0.1611	0.0682	0.3562	0.2089	16	91667962	
1537	DB01729	0.8814	0.4615	0.4615	1.0	0.9032	0.6022	0.7879	1.0	16	91667962	
1538	DB01753	0.5094	0.4803	0.2882	0.3277	0.1713	0.1656	0.3418	0.196	16	91667962	
1539	DB01763	0.5094	0.4141	0.2731	0.3498	0.158	0.1688	0.3418	0.212	16	91667962	
1540	DB01774	0.5149	0.3518	0.2412	0.3367	0.2249	0.1618	0.3467	0.2024	16	91667962	
1541	DB01812	0.5417	0.3195	0.2722	0.3906	0.3294	0.1852	0.3714	0.2427	16	91667962	
1542	DB01842	0.5361	0.3911	0.324	0.3792	0.3121	0.1754	0.3662	0.234	16	91667962	
1543	DB01861	0.5306	0.3854	0.2708	0.3539	0.256	0.1746	0.3611	0.215	16	91667962	
1544	DB01863	0.8966	0.5181	0.5181	1.0	0.9106	0.7347	0.8125	1.0	16	91667962	
1545	DB01901	0.641	0.3797	0.2363	0.3178	0.2769	0.2394	0.4717	0.189	16	91667962	
1546	DB01945	0.5591	0.3247	0.2208	0.3579	0.3258	0.0619	0.3881	0.218	16	91667962	
1547	DB01975	0.5098	0.3196	0.2268	0.3363	0.2047	0.0916	0.3421	0.2021	16	91667962	
1548	DB02028	0.7761	0.5059	0.4353	0.8865	0.5091	0.5347	0.6341	0.7961	16	91667962	
1549	DB02059	0.5253	0.3505	0.2371	0.3422	0.221	0.0916	0.3562	0.2064	16	91667962	
1550	DB02098	0.5474	0.3195	0.2722	0.3825	0.312	0.1852	0.3768	0.2365	16	91667962	
1551	DB02196	0.5253	0.42	0.27	0.3266	0.2146	0.1692	0.3562	0.1952	16	91667962	
1552	DB02236	0.5747	0.3077	0.2098	0.4623	0.4268	0.0732	0.4032	0.3007	16	91667962	
1553	DB02355	0.5098	0.3687	0.2682	0.3267	0.2319	0.0522	0.3421	0.1953	16	91667962	
1554	DB02363	0.5417	0.3911	0.324	0.3718	0.2783	0.1754	0.3714	0.2284	16	91667962	
1555	DB02393	0.7143	0.3662	0.2958	0.5336	0.6308	0.0741	0.5556	0.3639	16	91667962	
1556	DB02421	0.5306	0.3854	0.2708	0.3539	0.256	0.1746	0.3611	0.215	16	91667962	
1557	DB02426	0.5102	0.3745	0.2213	0.2963	0.1481	0.16	0.3425	0.1739	16	91667962	
1558	DB02430	0.6944	0.3473	0.2275	0.5407	0.4713	0.1887	0.5319	0.3706	16	91667962	
1559	DB02431	0.5306	0.3953	0.314	0.3647	0.2919	0.0571	0.3611	0.223	16	91667962	
1560	DB02483	0.5455	0.3393	0.2143	0.3266	0.1644	0.0759	0.375	0.1952	16	91667962	
1561	DB02484	0.52	0.3409	0.25	0.3691	0.2486	0.0561	0.3514	0.2263	16	91667962	
1562	DB02498	0.5294	0.341	0.2212	0.3243	0.1694	0.0537	0.36	0.1935	16	91667962	
1563	DB02557	0.5417	0.3061	0.1837	0.3312	0.1709	0.129	0.3714	0.1985	16	91667962	
1564	DB02596	0.5098	0.3352	0.2793	0.3315	0.25	0.0522	0.3421	0.1987	16	91667962	
1565	DB02623	0.5098	0.3041	0.2222	0.3358	0.2689	0.0541	0.3421	0.2018	16	91667962	
1566	DB02661	0.5361	0.4157	0.2247	0.3218	0.2517	0.1345	0.3662	0.1918	16	91667962	
1567	DB02716	0.5192	0.3825	0.2951	0.3314	0.2322	0.05	0.3506	0.1986	16	91667962	
1568	DB02717	0.5161	0.341	0.1659	0.329	0.1961	0.2727	0.3478	0.1969	16	91667962	
1569	DB02732	0.5243	0.3789	0.2203	0.3186	0.1414	0.0769	0.3553	0.1895	16	91667962	
1570	DB02738	0.5306	0.4925	0.3618	0.3456	0.2146	0.0472	0.3611	0.2089	16	91667962	
1571	DB02755	0.6944	0.4162	0.2234	0.5485	0.3727	0.2727	0.5319	0.3779	16	91667962	
1572	DB02778	0.7246	0.3862	0.3034	0.6667	0.5085	0.0732	0.5682	0.5	16	91667962	
1573	DB02835	0.7536	0.3673	0.3265	0.531	0.6861	0.2118	0.6047	0.3615	16	91667962	
1574	DB02836	0.5102	0.4556	0.2333	0.3589	0.2977	0.2645	0.3425	0.2187	16	91667962	
1575	DB02930	0.5098	0.3687	0.2682	0.3412	0.2493	0.0522	0.3421	0.2057	16	91667962	
1576	DB02937	0.5243	0.3464	0.2346	0.3344	0.2366	0.0522	0.3553	0.2007	16	91667962	
1577	DB02942	0.8814	0.3562	0.3836	0.9548	0.7407	0.4545	0.7879	0.9136	16	91667962	
1578	DB02976	0.5098	0.3854	0.2708	0.3408	0.24	0.1746	0.3421	0.2054	16	91667962	
1579	DB03020	0.5347	0.3502	0.2212	0.3102	0.1818	0.0805	0.3649	0.1836	16	91667962	
1580	DB03041	0.5417	0.3814	0.2784	0.3443	0.2611	0.1719	0.3714	0.2079	16	91667962	
1581	DB03069	0.5149	0.3636	0.2674	0.3526	0.2462	0.1488	0.3467	0.2141	16	91667962	
1582	DB03070	0.5347	0.3645	0.2243	0.3127	0.1603	0.0811	0.3649	0.1853	16	91667962	
1583	DB03116	0.7879	0.4198	0.3086	0.4494	0.3833	0.125	0.65	0.2899	16	91667962	
1584	DB03158	0.8814	0.3562	0.3836	0.9429	0.6923	0.4545	0.7879	0.892	16	91667962	
1585	DB03161	0.5149	0.385	0.2781	0.3485	0.2365	0.1	0.3467	0.211	16	91667962	
1586	DB03249	0.5361	0.3185	0.2038	0.3283	0.3139	0.102	0.3662	0.1964	16	91667962	
1587	DB03277	0.5161	0.3529	0.1711	0.329	0.2469	0.2812	0.3478	0.1969	16	91667962	
1588	DB03344	0.9123	0.5795	0.5795	1.0	0.918	0.8738	0.8387	1.0	16	91667962	
1589	DB03363	0.5347	0.341	0.2212	0.3288	0.168	0.0805	0.3649	0.1967	16	91667962	
1590	DB03397	0.5253	0.42	0.27	0.3266	0.2146	0.1692	0.3562	0.1952	16	91667962	
1591	DB03401	0.8814	0.4615	0.4615	1.0	0.9032	0.6022	0.7879	1.0	16	91667962	
1592	DB03435	0.5474	0.3333	0.2716	0.3678	0.3557	0.0606	0.3768	0.2253	16	91667962	
1593	DB03461	0.5347	0.4229	0.2907	0.3451	0.1742	0.1688	0.3649	0.2086	16	91667962	
1594	DB03478	0.5149	0.4059	0.2574	0.3297	0.1926	0.1185	0.3467	0.1974	16	91667962	
1595	DB03488	0.5098	0.3854	0.2708	0.3408	0.24	0.1746	0.3421	0.2054	16	91667962	
1596	DB03501	0.5306	0.3854	0.2708	0.3539	0.256	0.1746	0.3611	0.215	16	91667962	
1597	DB03565	0.5385	0.3956	0.1538	0.5071	0.296	0.0455	0.3684	0.3397	16	91667962	
1598	DB03668	0.5652	0.3896	0.2208	0.3742	0.3874	0.0625	0.3939	0.2302	16	91667962	
1599	DB03723	0.5149	0.4021	0.2751	0.3519	0.228	0.1301	0.3467	0.2135	16	91667962	
1600	DB03732	0.5361	0.4171	0.2938	0.3597	0.2127	0.1793	0.3662	0.2193	16	91667962	
1601	DB03751	0.5098	0.3958	0.2708	0.3512	0.2365	0.128	0.3421	0.213	16	91667962	
1602	DB03755	0.5149	0.4021	0.3175	0.3321	0.2356	0.0496	0.3467	0.1991	16	91667962	
1603	DB03797	0.5347	0.3163	0.214	0.3333	0.1767	0.0816	0.3649	0.2	16	91667962	
1604	DB03893	0.5143	0.341	0.212	0.3345	0.1624	0.0805	0.3462	0.2009	16	91667962	
1605	DB03909	0.5149	0.3464	0.2793	0.3323	0.2515	0.0522	0.3467	0.1993	16	91667962	
1606	DB03942	0.7692	0.4474	0.3684	0.7024	0.5478	0.1149	0.625	0.5413	16	91667962	
1607	DB03951	0.642	0.3172	0.2345	0.4599	0.4	0.0952	0.4727	0.2986	16	91667962	
1608	DB03956	0.8814	0.4615	0.4615	1.0	0.9032	0.6022	0.7879	1.0	16	91667962	
1609	DB03958	0.5094	0.3797	0.2532	0.3314	0.1561	0.0702	0.3418	0.1986	16	91667962	
1610	DB03962	0.5094	0.4192	0.2882	0.3264	0.1624	0.1656	0.3418	0.195	16	91667962	
1611	DB04005	0.5474	0.407	0.3256	0.3631	0.3102	0.0571	0.3768	0.2218	16	91667962	
1612	DB04022	0.52	0.4712	0.3665	0.3672	0.2808	0.1475	0.3514	0.2249	16	91667962	
1613	DB04071	0.52	0.3594	0.2212	0.3072	0.168	0.0805	0.3514	0.1815	16	91667962	
1614	DB04097	0.5098	0.3854	0.2708	0.3418	0.2359	0.1746	0.3421	0.2061	16	91667962	
1615	DB04099	0.5294	0.3318	0.2212	0.3311	0.1732	0.0805	0.36	0.1984	16	91667962	
1616	DB04121	0.52	0.3978	0.3315	0.3678	0.3072	0.1724	0.3514	0.2254	16	91667962	
1617	DB04137	0.5149	0.3757	0.2983	0.3381	0.2581	0.0513	0.3467	0.2034	16	91667962	
1618	DB04174	0.5149	0.5067	0.3111	0.3131	0.161	0.1769	0.3467	0.1856	16	91667962	
1619	DB04205	0.5417	0.3704	0.2716	0.3982	0.3583	0.1031	0.3714	0.2486	16	91667962	
1620	DB04248	0.5161	0.3529	0.1711	0.329	0.2469	0.2812	0.3478	0.1969	16	91667962	
1621	DB04294	0.6944	0.4211	0.3553	0.4489	0.589	0.1609	0.5319	0.2894	16	91667962	
1622	DB04300	0.9123	0.506	0.506	1.0	0.918	0.7347	0.8387	1.0	16	91667962	
1623	DB04315	0.5149	0.3041	0.2456	0.3405	0.2927	0.0541	0.3467	0.2052	16	91667962	
1624	DB04395	0.52	0.3464	0.2793	0.3375	0.25	0.0522	0.3514	0.203	16	91667962	
1625	DB04397	0.7606	0.3673	0.2857	0.4827	0.5906	0.2118	0.6136	0.3181	16	91667962	
1626	DB04482	0.5098	0.3229	0.2083	0.3656	0.2113	0.0775	0.3421	0.2237	16	91667962	
1627	DB04497	0.5243	0.451	0.3039	0.3417	0.1987	0.1912	0.3553	0.2061	16	91667962	
1628	DB04555	0.5306	0.321	0.2593	0.3702	0.3296	0.0606	0.3611	0.2271	16	91667962	
1629	DB04561	0.625	0.32	0.2133	0.3107	0.369	0.0889	0.4545	0.1839	16	91667962	
1630	DB04587	0.5149	0.3253	0.2048	0.3465	0.2741	0.099	0.3467	0.2095	16	91667962	
1631	DB04596	0.5538	0.3468	0.185	0.3183	0.2414	0.2185	0.383	0.1893	16	91667962	
1632	DB04788	0.5909	0.4417	0.2454	0.3525	0.3557	0.1622	0.4194	0.214	16	91667962	
1633	DB05630	0.7273	0.4293	0.2094	0.3221	0.2907	0.1791	0.5714	0.1919	16	91667962	
1634	DB08949	0.5172	0.3556	0.1778	0.3345	0.2456	0.2759	0.3488	0.2008	16	91667962	
1635	DB09146	0.6	0.3068	0.1705	0.33	0.2769	0.1143	0.4286	0.1976	16	91667962	
1636	DB13142	0.6176	0.3282	0.1641	0.3066	0.2014	0.1311	0.4468	0.1811	16	91667962	
1637	DB13334	0.5205	0.4578	0.1446	0.3567	0.2545	0.0682	0.3519	0.2171	16	91667962	
1638	DB13621	0.5484	0.3936	0.2008	0.321	0.185	0.2414	0.3778	0.1912	16	91667962	
1639	DB14128	0.54	0.3502	0.2212	0.3278	0.1799	0.0805	0.3699	0.196	16	91667962	
1640	DB14981	0.9123	0.6452	0.6452	1.0	1.0	1.0	0.8387	1.0	16	91667962	
1641	DB15436	0.5149	0.3152	0.1697	0.3131	0.1825	0.086	0.3467	0.1856	16	91667962	
1642	DB15617	0.5672	0.2995	0.1497	0.3275	0.2197	0.1833	0.3958	0.1958	16	91667962	
1643	DB15919	0.5361	0.467	0.3084	0.3621	0.2055	0.08	0.3662	0.2211	16	91667962	
1644	DB15934	0.6765	0.3766	0.2597	0.65	0.2941	0.0822	0.5111	0.4815	16	91667962	
1645	DB00872	0.7568	0.646	0.5133	0.7301	0.4128	0.439	0.6087	0.5749	17	60823	DB01076
1646	DB01076	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	17	60823	DB01076
1647	DB02008	0.7752	0.5403	0.4265	0.7104	0.4427	0.3514	0.6329	0.5508	17	60823	DB01076
1648	DB04725	0.7407	0.6283	0.4817	0.6988	0.4092	0.4892	0.5882	0.5371	17	60823	DB01076
1649	DB07265	0.807	0.56	0.44	0.7157	0.4937	0.5098	0.6765	0.5573	17	60823	DB01076
1650	DB07570	0.7368	0.5118	0.3791	0.7307	0.4147	0.4079	0.5833	0.5757	17	60823	DB01076
1651	DB11399	0.7434	0.5837	0.4825	0.7269	0.4306	0.4153	0.5915	0.571	17	60823	DB01076
1652	DB11909	0.7563	0.4767	0.4249	0.7266	0.4378	0.4412	0.6081	0.5706	17	60823	DB01076
1653	DB11979	0.8333	0.5774	0.4435	0.7546	0.5714	0.3765	0.7143	0.6059	17	60823	DB01076
1654	DB12562	0.7895	0.5473	0.4478	0.6996	0.5128	0.4	0.6522	0.5379	17	60823	DB01076
1655	DB15207	0.7704	0.5545	0.4455	0.7605	0.4692	0.4476	0.6265	0.6135	17	60823	DB01076
1656	DB15245	0.7833	0.552	0.4615	0.7033	0.4046	0.4204	0.6438	0.5424	17	60823	DB01076
1657	DB16256	0.7634	0.5652	0.4522	0.7263	0.4071	0.3636	0.6173	0.5702	17	60823	DB01076
1658	DB00762	0.7576	0.4094	0.378	0.5856	0.4798	0.1345	0.6098	0.4141	19	104934	
1659	DB00769	0.7009	0.5714	0.2857	0.5743	0.5087	0.202	0.5395	0.4028	19	104934	
1660	DB00834	0.7273	0.4887	0.3167	0.5751	0.4498	0.1837	0.5714	0.4036	19	104934	
1661	DB02785	0.7647	0.4982	0.337	0.5903	0.5289	0.1792	0.619	0.4188	19	104934	
1662	DB05253	0.7478	0.5299	0.3333	0.5937	0.5188	0.1748	0.5972	0.4221	19	104934	
1663	DB06347	0.7419	0.3822	0.3289	0.6479	0.4074	0.1497	0.5897	0.4791	19	104934	
1664	DB08815	0.7458	0.5556	0.3932	0.5564	0.4613	0.1765	0.5946	0.3855	19	104934	
1665	DB08867	0.7321	0.5091	0.3455	0.5994	0.5196	0.1818	0.5775	0.4279	19	104934	
1666	DB12062	0.7752	0.4651	0.3798	0.6162	0.4667	0.1327	0.6329	0.4453	19	104934	
1667	DB12471	0.7883	0.4928	0.2826	0.5791	0.4153	0.1931	0.6506	0.4076	19	104934	
1668	DB12501	0.7731	0.5	0.3158	0.5953	0.4581	0.132	0.6301	0.4238	19	104934	
1669	DB12637	0.7304	0.4911	0.3214	0.5719	0.5106	0.1827	0.5753	0.4005	19	104934	
1670	DB12832	0.7438	0.5827	0.3307	0.6187	0.5032	0.3056	0.5921	0.4479	19	104934	
1671	DB12833	0.8288	0.5822	0.3662	0.5832	0.3856	0.2778	0.7077	0.4117	19	104934	
1672	DB13050	0.9919	0.9621	0.9167	1.0	0.9719	0.9004	0.9839	1.0	19	104934	
1673	DB13264	0.7067	0.3987	0.2701	0.612	0.4854	0.1397	0.5464	0.4409	19	104934	
1674	DB13878	0.7077	0.4045	0.2865	0.5909	0.4053	0.1472	0.5476	0.4193	19	104934	
1675	DB15163	0.7429	0.4841	0.3254	0.5928	0.4534	0.2694	0.5909	0.4212	19	104934	
1676	DB15193	0.7246	0.5543	0.3596	0.5657	0.4932	0.2459	0.5682	0.3944	19	104934	
1677	DB15269	0.7619	0.3896	0.3377	0.5554	0.5	0.172	0.6154	0.3845	19	104934	
1678	DB15403	0.7556	0.4096	0.3614	0.5977	0.4149	0.2	0.6071	0.4262	19	104934	
1679	DB15585	0.7706	0.5244	0.32	0.5749	0.5355	0.1471	0.6269	0.4034	19	104934	
1680	DB16218	0.8197	0.3863	0.3691	0.5969	0.4046	0.1726	0.6944	0.4254	19	104934	
1681	DB16244	0.7717	0.4783	0.3652	0.5687	0.5355	0.2415	0.6282	0.3974	19	104934	
1682	DB02118	0.6387	0.6358	0.3576	0.5482	0.354	0.2883	0.4691	0.3776	20	44561595	
1683	DB03104	0.6346	0.5408	0.3776	0.5717	0.3264	0.3846	0.4648	0.4003	20	44561595	
1684	DB03605	0.7209	0.6548	0.5357	0.5692	0.5337	0.5391	0.5636	0.3978	20	44561595	
1685	DB05678	0.6476	0.5759	0.4084	0.5512	0.4266	0.4118	0.4789	0.3805	20	44561595	
1686	DB06281	0.6337	0.5699	0.3656	0.5749	0.3973	0.3529	0.4638	0.4034	20	44561595	
1687	DB06922	0.7126	0.6076	0.481	0.5386	0.5098	0.3167	0.5536	0.3686	20	44561595	
1688	DB07200	0.7629	0.5767	0.4663	0.5599	0.3413	0.3089	0.6167	0.3887	20	44561595	
1689	DB07450	0.7	0.5714	0.3636	0.5609	0.4332	0.3252	0.5385	0.3897	20	44561595	
1690	DB07472	0.6977	0.5926	0.3704	0.5583	0.4141	0.2593	0.5357	0.3873	20	44561595	
1691	DB07538	0.6549	0.56	0.44	0.5557	0.349	0.3333	0.4868	0.3847	20	44561595	
1692	DB07539	0.7097	0.5324	0.5324	0.5642	0.3729	0.4124	0.55	0.393	20	44561595	
1693	DB07663	0.6966	0.6486	0.4865	0.539	0.4527	0.367	0.5345	0.369	20	44561595	
1694	DB07838	0.7706	0.7211	0.6259	0.816	0.5915	0.6346	0.6269	0.6892	20	44561595	
1695	DB07945	0.6522	0.5844	0.4545	0.5402	0.3864	0.2632	0.4839	0.3701	20	44561595	
1696	DB08010	0.6491	0.5412	0.3882	0.5855	0.4023	0.381	0.4805	0.414	20	44561595	
1697	DB08063	0.6735	0.5466	0.4099	0.5636	0.4207	0.4035	0.5077	0.3924	20	44561595	
1698	DB08177	0.8462	0.5986	0.5714	0.6438	0.5014	0.549	0.7333	0.4747	20	44561595	
1699	DB08487	0.6452	0.5466	0.4224	0.5529	0.3342	0.339	0.4762	0.3821	20	44561595	
1700	DB08546	0.6182	0.5146	0.4211	0.5471	0.327	0.2734	0.4474	0.3766	20	44561595	
1701	DB08706	0.7327	0.5467	0.44	0.5681	0.376	0.2913	0.5781	0.3967	20	44561595	
1702	DB08899	0.7255	0.6049	0.4198	0.5454	0.3883	0.254	0.5692	0.3749	20	44561595	
1703	DB11399	0.6735	0.5023	0.3744	0.5692	0.3705	0.4051	0.5077	0.3978	20	44561595	
1704	DB11769	0.7255	0.5663	0.4217	0.5855	0.4438	0.2899	0.5692	0.4139	20	44561595	
1705	DB11863	0.6723	0.5414	0.4641	0.5781	0.357	0.3158	0.5063	0.4065	20	44561595	
1706	DB12016	0.6833	0.5854	0.4268	0.5754	0.3461	0.4071	0.519	0.4039	20	44561595	
1707	DB15011	0.6122	0.5026	0.3795	0.5484	0.3475	0.2676	0.4412	0.3778	20	44561595	
1708	DB15287	0.6316	0.6448	0.4699	0.5475	0.4818	0.3433	0.4615	0.3769	20	44561595	
1709	DB15293	0.8817	0.6222	0.5037	0.5877	0.5151	0.6667	0.7885	0.4162	20	44561595	
1710	DB15426	0.6207	0.5333	0.4089	0.5656	0.3581	0.3125	0.45	0.3943	20	44561595	
1711	DB16111	0.6667	0.655	0.5146	0.5502	0.4197	0.4062	0.5	0.3795	20	44561595	
