	id	similarityStruct.MACCS.Dice	similarityStruct.Morgan.Dice	similarityStruct.MorganPure.Dice	similarityStruct.RDK.Dice	similarityStruct.AtomPair.Dice	similarityStruct.Torsion.Dice	similarityStruct.MACCS.Tanimoto	similarityStruct.RDKDice.Tanimoto	Source.MineID	Source.PubChemCID	Source.DrugBankID
858	DB00167	0.6538	0.6038	0.3774	0.5906	0.3368	0.1905	0.4857	0.419	14	6322	DB00125
859	DB00174	0.6441	0.566	0.566	0.4747	0.3441	0.4211	0.475	0.3112	14	6322	DB00125
860	DB00722	0.641	0.3036	0.2679	0.2956	0.2661	0.1356	0.4717	0.1735	14	6322	DB00125
861	DB01080	0.6923	0.5185	0.4074	0.4359	0.25	0.1111	0.5294	0.2787	14	6322	DB00125
862	DB01235	0.6129	0.3824	0.3529	0.2466	0.3721	0.25	0.4419	0.1407	14	6322	DB00125
863	DB01646	0.6462	0.3871	0.3871	0.4111	0.3279	0.2609	0.4773	0.2587	14	6322	DB00125
864	DB01686	0.8406	0.6269	0.6269	0.6773	0.5865	0.5385	0.725	0.5121	14	6322	DB00125
865	DB01714	0.7937	0.6333	0.6667	0.6641	0.5536	0.7619	0.6579	0.4971	14	6322	DB00125
866	DB01715	0.7119	0.4615	0.4308	0.4426	0.4098	0.1739	0.5526	0.2842	14	6322	DB00125
867	DB01739	0.6538	0.6038	0.3774	0.5906	0.3368	0.1905	0.4857	0.419	14	6322	DB00125
868	DB01746	0.6792	0.6415	0.4528	0.6333	0.3409	0.4211	0.5143	0.4634	14	6322	DB00125
869	DB01766	0.6429	0.3158	0.3158	0.2602	0.3308	0.2051	0.4737	0.1496	14	6322	DB00125
870	DB01786	0.6087	0.5455	0.4091	0.4239	0.2667	0.2667	0.4375	0.269	14	6322	DB00125
871	DB01805	0.5797	0.4545	0.3636	0.2637	0.2424	0.3077	0.4082	0.1519	14	6322	DB00125
872	DB01808	0.623	0.5185	0.4444	0.3478	0.3158	0.4211	0.4524	0.2105	14	6322	DB00125
873	DB01815	0.8065	0.5067	0.56	0.5014	0.4769	0.5161	0.6757	0.3346	14	6322	DB00125
874	DB01817	0.623	0.507	0.3944	0.3009	0.3007	0.2581	0.4524	0.1771	14	6322	DB00125
875	DB01821	0.6747	0.4045	0.5169	0.4077	0.3868	0.4324	0.5091	0.256	14	6322	DB00125
876	DB01833	0.8169	0.6452	0.7097	0.4579	0.864	0.5455	0.6905	0.2969	14	6322	DB00125
877	DB01835	0.8182	0.597	0.5373	0.4875	0.3862	0.32	0.6923	0.3223	14	6322	DB00125
878	DB01837	0.6552	0.5	0.4643	0.3123	0.297	0.4	0.4872	0.185	14	6322	DB00125
879	DB01857	0.6269	0.5079	0.4127	0.3368	0.2787	0.3333	0.4565	0.2025	14	6322	DB00125
880	DB01868	0.716	0.3409	0.3182	0.3316	0.25	0.2105	0.5577	0.1988	14	6322	DB00125
881	DB01898	0.6545	0.4828	0.3793	0.5068	0.3107	0.1739	0.4865	0.3394	14	6322	DB00125
882	DB01915	0.623	0.5098	0.4706	0.3684	0.3409	0.4444	0.4524	0.2258	14	6322	DB00125
883	DB01962	0.5714	0.3421	0.3158	0.26	0.2857	0.2353	0.4	0.1494	14	6322	DB00125
884	DB01983	0.6957	0.625	0.5625	0.5461	0.5273	0.6087	0.5333	0.3756	14	6322	DB00125
885	DB01985	0.8986	0.7143	0.7143	0.736	0.6755	0.6154	0.8158	0.5823	14	6322	DB00125
886	DB02011	0.6835	0.5278	0.6667	0.5758	0.543	0.6667	0.5192	0.4043	14	6322	DB00125
887	DB02025	0.6957	0.4301	0.4301	0.354	0.304	0.3256	0.5333	0.215	14	6322	DB00125
888	DB02027	0.6753	0.4675	0.4675	0.4781	0.3647	0.3704	0.5098	0.3142	14	6322	DB00125
889	DB02039	0.6786	0.5	0.4643	0.3214	0.297	0.4	0.5135	0.1915	14	6322	DB00125
890	DB02070	0.6349	0.4225	0.3944	0.2546	0.2734	0.2353	0.4651	0.1459	14	6322	DB00125
891	DB02146	0.6154	0.3167	0.3167	0.3064	0.241	0.2105	0.4444	0.1809	14	6322	DB00125
892	DB02160	0.6774	0.5484	0.4839	0.3141	0.2833	0.3478	0.5122	0.1863	14	6322	DB00125
893	DB02174	0.7458	0.6429	0.6429	0.6742	0.4444	0.6	0.5946	0.5085	14	6322	DB00125
894	DB02216	0.6909	0.5098	0.4706	0.3789	0.3409	0.4444	0.5278	0.2337	14	6322	DB00125
895	DB02233	0.7931	0.7018	0.6316	0.6475	0.56	0.7	0.6571	0.4788	14	6322	DB00125
896	DB02235	0.6286	0.6786	0.5357	0.4421	0.4038	0.6	0.4583	0.2838	14	6322	DB00125
897	DB02267	0.8955	0.5542	0.5301	0.5041	0.4216	0.4118	0.8108	0.337	14	6322	DB00125
898	DB02274	0.6441	0.4615	0.4	0.4524	0.45	0.087	0.475	0.2923	14	6322	DB00125
899	DB02299	0.8571	0.5806	0.6774	0.7357	0.8522	0.8182	0.75	0.5819	14	6322	DB00125
900	DB02302	0.9394	0.7353	0.7059	0.8923	0.6165	0.6923	0.8857	0.8056	14	6322	DB00125
901	DB02321	0.6111	0.4737	0.4211	0.2771	0.3724	0.3158	0.44	0.1608	14	6322	DB00125
902	DB02337	0.7097	0.507	0.507	0.4947	0.3824	0.48	0.55	0.3286	14	6322	DB00125
903	DB02340	0.623	0.3929	0.3571	0.3154	0.2857	0.1905	0.4524	0.1872	14	6322	DB00125
904	DB02345	0.7407	0.625	0.5	0.3805	0.3704	0.4706	0.5882	0.2349	14	6322	DB00125
905	DB02361	0.6667	0.4815	0.4444	0.3373	0.3125	0.4211	0.5	0.2029	14	6322	DB00125
906	DB02364	0.5797	0.4286	0.4	0.2686	0.25	0.2759	0.4082	0.1551	14	6322	DB00125
907	DB02368	0.8235	0.3714	0.5714	0.6421	0.5734	0.5385	0.7	0.4729	14	6322	DB00125
908	DB02370	0.7937	0.5429	0.6	0.5595	0.4493	0.5926	0.6579	0.3884	14	6322	DB00125
909	DB02381	0.8611	0.7097	0.6774	0.6349	0.5124	0.6957	0.7561	0.4651	14	6322	DB00125
910	DB02413	0.7541	0.5263	0.4912	0.3488	0.4615	0.4	0.6053	0.2113	14	6322	DB00125
911	DB02437	0.8182	0.4762	0.5397	0.4427	0.5391	0.381	0.6923	0.2843	14	6322	DB00125
912	DB02442	0.625	0.566	0.4528	0.328	0.3371	0.4211	0.4545	0.1962	14	6322	DB00125
913	DB02446	0.6471	0.6441	0.5763	0.6102	0.5321	0.5455	0.4783	0.439	14	6322	DB00125
914	DB02458	0.5714	0.3276	0.3276	0.2729	0.221	0.2034	0.4	0.158	14	6322	DB00125
915	DB02461	0.6377	0.459	0.4262	0.3185	0.4071	0.3636	0.4681	0.1894	14	6322	DB00125
916	DB02467	0.6286	0.6786	0.5357	0.4421	0.4038	0.6	0.4583	0.2838	14	6322	DB00125
917	DB02475	0.7229	0.6757	0.6757	0.5577	0.6538	0.4571	0.566	0.3867	14	6322	DB00125
918	DB02497	0.5915	0.4444	0.3889	0.25	0.255	0.2759	0.42	0.1429	14	6322	DB00125
919	DB02499	0.8116	0.5424	0.5424	0.3931	0.4643	0.3636	0.6829	0.2446	14	6322	DB00125
920	DB02501	0.8857	0.6173	0.6173	0.6502	0.5604	0.5161	0.7949	0.4817	14	6322	DB00125
921	DB02517	0.75	0.5357	0.5714	0.6073	0.4375	0.6	0.6	0.436	14	6322	DB00125
922	DB02542	0.7273	0.6071	0.4643	0.556	0.4118	0.381	0.5714	0.385	14	6322	DB00125
923	DB02556	0.6923	0.375	0.375	0.2627	0.2857	0.2963	0.5294	0.1512	14	6322	DB00125
924	DB02571	0.7636	0.6667	0.6316	0.6502	0.5294	0.7	0.6176	0.4817	14	6322	DB00125
925	DB02578	0.7246	0.303	0.303	0.4065	0.2437	0.1818	0.5682	0.2551	14	6322	DB00125
926	DB02582	0.7123	0.4301	0.4086	0.3056	0.2375	0.3256	0.5532	0.1804	14	6322	DB00125
927	DB02609	0.5915	0.4762	0.3175	0.3069	0.2927	0.16	0.42	0.1813	14	6322	DB00125
928	DB02644	0.9118	0.7324	0.7324	0.8923	0.649	0.7692	0.8378	0.8056	14	6322	DB00125
929	DB02655	0.6545	0.4528	0.4906	0.4833	0.3333	0.4211	0.4865	0.3187	14	6322	DB00125
930	DB02663	0.6377	0.6552	0.5172	0.3942	0.3784	0.5714	0.4681	0.2455	14	6322	DB00125
931	DB02685	0.6667	0.3939	0.3636	0.2474	0.2602	0.2759	0.5	0.1411	14	6322	DB00125
932	DB02689	0.6	0.5	0.4688	0.2928	0.4959	0.3478	0.4286	0.1715	14	6322	DB00125
933	DB02725	0.7719	0.5507	0.4638	0.4501	0.3697	0.4	0.6286	0.2904	14	6322	DB00125
934	DB02747	0.7848	0.3256	0.2636	0.2672	0.2215	0.0952	0.6458	0.1542	14	6322	DB00125
935	DB02750	0.6552	0.5185	0.4444	0.3636	0.3125	0.4211	0.4872	0.2222	14	6322	DB00125
936	DB02761	0.6786	0.5098	0.4706	0.3652	0.3409	0.4444	0.5135	0.2234	14	6322	DB00125
937	DB02821	0.7077	0.5926	0.5926	0.473	0.4468	0.6316	0.5476	0.3098	14	6322	DB00125
938	DB02884	0.75	0.5625	0.375	0.5356	0.48	0.3704	0.6	0.3657	14	6322	DB00125
939	DB02892	0.7119	0.5938	0.5938	0.5281	0.5333	0.56	0.5526	0.3587	14	6322	DB00125
940	DB02893	0.7458	0.5926	0.5556	0.5101	0.4375	0.6316	0.5946	0.3424	14	6322	DB00125
941	DB02899	0.697	0.3548	0.3871	0.4022	0.359	0.2609	0.5349	0.2517	14	6322	DB00125
942	DB02904	0.6038	0.4706	0.3922	0.2723	0.2963	0.2105	0.4324	0.1576	14	6322	DB00125
943	DB02958	0.6667	0.6786	0.5357	0.414	0.4038	0.6	0.5	0.2611	14	6322	DB00125
944	DB02965	0.6512	0.5135	0.5946	0.4305	0.5181	0.5517	0.4828	0.2743	14	6322	DB00125
945	DB02971	0.7692	0.5667	0.5667	0.4444	0.5321	0.5714	0.625	0.2857	14	6322	DB00125
946	DB02987	0.6885	0.4746	0.5424	0.3237	0.4587	0.381	0.525	0.1931	14	6322	DB00125
947	DB03003	0.6047	0.4222	0.4222	0.3612	0.3562	0.3158	0.4333	0.2204	14	6322	DB00125
948	DB03032	0.6757	0.3551	0.3738	0.3967	0.2888	0.2791	0.5102	0.2474	14	6322	DB00125
949	DB03049	0.6667	0.5098	0.4706	0.3755	0.3409	0.4444	0.5	0.2312	14	6322	DB00125
950	DB03091	0.7333	0.4643	0.5357	0.5414	0.4	0.4	0.5789	0.3711	14	6322	DB00125
951	DB03105	0.807	0.7037	0.6667	0.641	0.5745	0.7368	0.6765	0.4717	14	6322	DB00125
952	DB03134	0.7368	0.6129	0.6129	0.616	0.6111	0.6364	0.5833	0.4451	14	6322	DB00125
953	DB03144	0.8857	0.8	0.8	0.9236	0.8062	0.8333	0.7949	0.858	14	6322	DB00125
954	DB03191	0.6452	0.5926	0.4444	0.4918	0.4468	0.3636	0.4762	0.3261	14	6322	DB00125
955	DB03201	0.7547	0.5417	0.5	0.4078	0.3704	0.4706	0.6061	0.2561	14	6322	DB00125
956	DB03214	0.5957	0.5417	0.375	0.3824	0.2469	0.2353	0.4242	0.2364	14	6322	DB00125
957	DB03236	0.7353	0.5538	0.6462	0.4867	0.4194	0.5833	0.5814	0.3216	14	6322	DB00125
958	DB03241	0.6	0.3846	0.3462	0.4308	0.3218	0.2353	0.4286	0.2745	14	6322	DB00125
959	DB03252	0.8772	0.6667	0.6667	0.626	0.5859	0.7	0.7812	0.4556	14	6322	DB00125
960	DB03275	0.6296	0.3333	0.4167	0.2772	0.2963	0.2353	0.4595	0.1609	14	6322	DB00125
961	DB03289	0.6562	0.5	0.4286	0.3259	0.3125	0.4	0.4884	0.1947	14	6322	DB00125
962	DB03292	0.6364	0.5455	0.4364	0.3322	0.3158	0.4	0.4667	0.1992	14	6322	DB00125
963	DB03295	0.7042	0.3636	0.4182	0.4685	0.2685	0.3556	0.5435	0.3059	14	6322	DB00125
964	DB03305	0.9062	0.8387	0.8387	0.8621	0.8361	0.9091	0.8286	0.7576	14	6322	DB00125
965	DB03320	0.7719	0.625	0.5	0.4279	0.3704	0.4706	0.6286	0.2722	14	6322	DB00125
966	DB03330	0.5843	0.3509	0.3333	0.2881	0.2279	0.2143	0.4127	0.1683	14	6322	DB00125
967	DB03352	0.6269	0.4483	0.4138	0.3072	0.2941	0.381	0.4565	0.1815	14	6322	DB00125
968	DB03362	0.7164	0.6129	0.5806	0.6468	0.4956	0.6364	0.5581	0.478	14	6322	DB00125
969	DB03364	0.7647	0.3871	0.4516	0.439	0.3934	0.2609	0.619	0.2812	14	6322	DB00125
970	DB03382	0.625	0.4706	0.4706	0.3755	0.3409	0.4444	0.4545	0.2312	14	6322	DB00125
971	DB03408	0.7385	0.5556	0.5	0.5046	0.4744	0.4	0.5854	0.3375	14	6322	DB00125
972	DB03412	0.7931	0.7018	0.6316	0.6475	0.56	0.7	0.6571	0.4788	14	6322	DB00125
973	DB03424	0.5797	0.3333	0.2889	0.2958	0.2136	0.093	0.4082	0.1736	14	6322	DB00125
974	DB03425	0.6545	0.5517	0.4483	0.5135	0.303	0.3478	0.4865	0.3455	14	6322	DB00125
975	DB03427	0.7059	0.4396	0.4396	0.3515	0.2969	0.3415	0.5455	0.2133	14	6322	DB00125
976	DB03459	0.5714	0.338	0.3099	0.3077	0.2899	0.1429	0.4	0.1818	14	6322	DB00125
977	DB03473	0.6984	0.6441	0.5763	0.7254	0.5225	0.5455	0.5366	0.5691	14	6322	DB00125
978	DB03502	0.6667	0.5217	0.4348	0.3514	0.3333	0.2857	0.5	0.2132	14	6322	DB00125
979	DB03522	0.6441	0.5	0.4375	0.368	0.4	0.3333	0.475	0.2255	14	6322	DB00125
980	DB03544	0.6364	0.4483	0.4138	0.2884	0.2941	0.381	0.4667	0.1685	14	6322	DB00125
981	DB03552	0.6552	0.3939	0.3636	0.2512	0.281	0.2759	0.4872	0.1437	14	6322	DB00125
982	DB03566	0.6038	0.3051	0.2712	0.3209	0.2439	0.1111	0.4324	0.1911	14	6322	DB00125
983	DB03582	0.7812	0.411	0.411	0.5087	0.4336	0.2857	0.641	0.3411	14	6322	DB00125
984	DB03590	0.7857	0.5938	0.625	0.6063	0.6275	0.56	0.6471	0.435	14	6322	DB00125
985	DB03597	0.6494	0.3551	0.3551	0.3421	0.277	0.24	0.4808	0.2064	14	6322	DB00125
986	DB03602	0.7042	0.3619	0.3619	0.3692	0.3077	0.2553	0.5435	0.2264	14	6322	DB00125
987	DB03631	0.6567	0.5429	0.3714	0.2866	0.3401	0.2286	0.4889	0.1673	14	6322	DB00125
988	DB03673	0.6316	0.3934	0.3934	0.2494	0.283	0.3077	0.4615	0.1425	14	6322	DB00125
989	DB03686	0.6047	0.3393	0.3393	0.3228	0.2469	0.2264	0.4333	0.1924	14	6322	DB00125
990	DB03710	0.8308	0.4706	0.4412	0.6316	0.5693	0.56	0.7105	0.4615	14	6322	DB00125
991	DB03731	0.6667	0.5312	0.4375	0.3133	0.4286	0.3478	0.5	0.1858	14	6322	DB00125
992	DB03760	0.5769	0.4444	0.3492	0.3417	0.3273	0.0952	0.4054	0.206	14	6322	DB00125
993	DB03774	0.7273	0.5185	0.3704	0.641	0.4421	0.6316	0.5714	0.4717	14	6322	DB00125
994	DB03790	0.5867	0.6552	0.5172	0.418	0.4	0.5714	0.4151	0.2642	14	6322	DB00125
995	DB03794	0.6	0.4615	0.3462	0.3443	0.2439	0.1905	0.4286	0.2079	14	6322	DB00125
996	DB03799	0.7667	0.5246	0.4918	0.4399	0.3962	0.5455	0.6216	0.2819	14	6322	DB00125
997	DB03801	0.8308	0.5846	0.7077	0.6007	0.5983	0.7826	0.7105	0.4293	14	6322	DB00125
998	DB03810	0.6545	0.4828	0.3793	0.5068	0.3107	0.1739	0.4865	0.3394	14	6322	DB00125
999	DB03816	0.7797	0.5424	0.5085	0.4555	0.4381	0.5714	0.6389	0.2949	14	6322	DB00125
1000	DB03817	0.8621	0.5882	0.6275	0.5455	0.4828	0.6667	0.7576	0.375	14	6322	DB00125
1001	DB03839	0.6316	0.3939	0.3636	0.254	0.3964	0.2759	0.4615	0.1455	14	6322	DB00125
1002	DB03847	0.6667	0.4762	0.4127	0.4556	0.3158	0.2963	0.5	0.295	14	6322	DB00125
1003	DB03858	0.6557	0.5085	0.4746	0.3261	0.4107	0.381	0.4878	0.1948	14	6322	DB00125
1004	DB03885	0.6667	0.3248	0.3248	0.3361	0.2818	0.2	0.5	0.202	14	6322	DB00125
1005	DB03889	0.5843	0.3509	0.3333	0.2914	0.2279	0.2143	0.4127	0.1706	14	6322	DB00125
1006	DB03892	0.9254	0.7042	0.6479	0.693	0.5513	0.6154	0.8611	0.5302	14	6322	DB00125
1007	DB03927	0.7353	0.3488	0.3488	0.4533	0.297	0.2222	0.5814	0.2931	14	6322	DB00125
1008	DB03929	0.7273	0.5417	0.5	0.398	0.3797	0.4706	0.5714	0.2484	14	6322	DB00125
1009	DB03943	0.6441	0.566	0.566	0.4747	0.3441	0.4211	0.475	0.3112	14	6322	DB00125
1010	DB03953	0.8889	0.8387	0.8387	0.8316	0.8167	0.9091	0.8	0.7118	14	6322	DB00125
1011	DB03963	0.6032	0.5357	0.4286	0.3481	0.3093	0.4	0.4318	0.2108	14	6322	DB00125
1012	DB03974	0.9841	0.9538	0.9231	0.8231	0.6406	0.9565	0.9688	0.6994	14	6322	DB00125
1013	DB03977	0.6761	0.5938	0.5625	0.6304	0.4956	0.6087	0.5106	0.4603	14	6322	DB00125
1014	DB03988	0.7241	0.5263	0.5263	0.3675	0.5	0.5	0.5676	0.2251	14	6322	DB00125
1015	DB03992	0.6875	0.3611	0.4167	0.267	0.2727	0.25	0.5238	0.1541	14	6322	DB00125
1016	DB04027	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	14	6322	DB00125
1017	DB04031	0.6061	0.4667	0.4	0.3247	0.3125	0.3636	0.4348	0.1938	14	6322	DB00125
1018	DB04061	0.5818	0.4	0.2571	0.2747	0.3273	0.1053	0.4103	0.1593	14	6322	DB00125
1019	DB04075	0.6667	0.375	0.375	0.4578	0.3226	0.25	0.5	0.2968	14	6322	DB00125
1020	DB04126	0.6486	0.3182	0.3182	0.3133	0.2513	0.1081	0.48	0.1857	14	6322	DB00125
1021	DB04132	0.6757	0.3762	0.396	0.4007	0.3077	0.2927	0.5102	0.2505	14	6322	DB00125
1022	DB04153	0.7143	0.4494	0.427	0.4125	0.3738	0.3243	0.5556	0.2598	14	6322	DB00125
1023	DB04167	0.7097	0.4062	0.4375	0.5326	0.3876	0.25	0.55	0.363	14	6322	DB00125
1024	DB04182	0.6765	0.48	0.4533	0.3391	0.3436	0.375	0.5111	0.2041	14	6322	DB00125
1025	DB04185	0.7636	0.7059	0.5882	0.6818	0.4773	0.6667	0.6176	0.5172	14	6322	DB00125
1026	DB04189	0.8732	0.7632	0.6579	0.7612	0.6108	0.5714	0.775	0.6144	14	6322	DB00125
1027	DB04193	0.7797	0.6275	0.5882	0.5229	0.4773	0.6667	0.6389	0.354	14	6322	DB00125
1028	DB04207	0.8065	0.4691	0.5185	0.4848	0.369	0.5	0.6757	0.32	14	6322	DB00125
1029	DB04217	0.6087	0.5417	0.375	0.3786	0.2469	0.2353	0.4375	0.2335	14	6322	DB00125
1030	DB04223	0.7654	0.7429	0.7429	0.7817	0.6623	0.7692	0.62	0.6416	14	6322	DB00125
1031	DB04235	0.6545	0.5556	0.4444	0.4574	0.3404	0.1111	0.4865	0.2965	14	6322	DB00125
1032	DB04276	0.7561	0.3918	0.3711	0.3328	0.239	0.15	0.6078	0.1996	14	6322	DB00125
1033	DB04296	0.7119	0.6786	0.5714	0.5811	0.4158	0.6	0.5526	0.4096	14	6322	DB00125
1034	DB04334	0.5714	0.5143	0.3429	0.2965	0.3429	0.2286	0.4	0.1741	14	6322	DB00125
1035	DB04339	0.6897	0.4407	0.4746	0.3249	0.4444	0.381	0.5263	0.194	14	6322	DB00125
1036	DB04341	0.6667	0.3551	0.3551	0.3442	0.273	0.2449	0.5	0.2079	14	6322	DB00125
1037	DB04388	0.7636	0.6667	0.5556	0.641	0.4421	0.6316	0.6176	0.4717	14	6322	DB00125
1038	DB04419	0.75	0.7037	0.6667	0.6525	0.5684	0.7368	0.6	0.4843	14	6322	DB00125
1039	DB04422	0.8214	0.6275	0.5882	0.5487	0.4773	0.6667	0.697	0.378	14	6322	DB00125
1040	DB04433	0.6585	0.5185	0.4198	0.3746	0.5093	0.3182	0.4909	0.2304	14	6322	DB00125
1041	DB04454	0.7059	0.625	0.5	0.5644	0.3704	0.4706	0.5455	0.3931	14	6322	DB00125
1042	DB04464	0.6774	0.4	0.3667	0.4571	0.3158	0.2727	0.5122	0.2963	14	6322	DB00125
1043	DB04486	0.8621	0.6032	0.6032	0.616	0.5045	0.6364	0.7576	0.4451	14	6322	DB00125
1044	DB04487	0.6182	0.5357	0.3214	0.6043	0.2292	0.1905	0.4474	0.433	14	6322	DB00125
1045	DB04489	0.8235	0.4	0.4	0.2599	0.4286	0.1538	0.7	0.1494	14	6322	DB00125
1046	DB04498	0.6792	0.5882	0.4706	0.5321	0.3409	0.4444	0.5143	0.3625	14	6322	DB00125
1047	DB04511	0.6364	0.3562	0.3562	0.3679	0.3444	0.2143	0.4667	0.2254	14	6322	DB00125
1048	DB04521	0.5952	0.3478	0.3478	0.2897	0.2471	0.2545	0.4237	0.1694	14	6322	DB00125
1049	DB04522	0.6364	0.4483	0.4138	0.298	0.2941	0.381	0.4667	0.1751	14	6322	DB00125
1050	DB04530	0.6984	0.5	0.4667	0.3271	0.3423	0.381	0.5366	0.1956	14	6322	DB00125
1051	DB04531	0.7018	0.3714	0.3714	0.2781	0.3548	0.2759	0.5405	0.1615	14	6322	DB00125
1052	DB04585	0.6866	0.625	0.4688	0.5118	0.4035	0.5217	0.5227	0.3439	14	6322	DB00125
1053	DB04636	0.5938	0.3333	0.3939	0.4959	0.2645	0.32	0.4222	0.3297	14	6322	DB00125
1054	DB04671	0.8235	0.5128	0.4872	0.4689	0.4615	0.4516	0.7	0.3063	14	6322	DB00125
1055	DB04700	0.6098	0.4318	0.4318	0.3776	0.3578	0.3243	0.4386	0.2327	14	6322	DB00125
1056	DB04701	0.7042	0.4419	0.4419	0.4319	0.3562	0.3333	0.5435	0.2755	14	6322	DB00125
1057	DB04802	0.6	0.52	0.4	0.5304	0.2326	0.2105	0.4286	0.3609	14	6322	DB00125
1058	DB04804	0.6	0.52	0.4	0.5304	0.2326	0.2105	0.4286	0.3609	14	6322	DB00125
1059	DB05446	0.7143	0.4494	0.427	0.4125	0.3738	0.3243	0.5556	0.2598	14	6322	DB00125
1060	DB05475	0.6111	0.3918	0.3711	0.265	0.3158	0.2308	0.44	0.1527	14	6322	DB00125
1061	DB05540	0.5867	0.5714	0.4286	0.3182	0.2885	0.381	0.4151	0.1892	14	6322	DB00125
1062	DB05633	0.6494	0.3448	0.3218	0.3375	0.3061	0.1818	0.4808	0.203	14	6322	DB00125
1063	DB06045	0.6024	0.3371	0.3146	0.2973	0.2589	0.1224	0.431	0.1746	14	6322	DB00125
1064	DB06151	0.6441	0.3929	0.3571	0.32	0.2718	0.1905	0.475	0.1905	14	6322	DB00125
1065	DB06179	0.6329	0.4176	0.4176	0.4013	0.325	0.3158	0.463	0.251	14	6322	DB00125
1066	DB06775	0.7937	0.3438	0.4375	0.508	0.4032	0.25	0.6579	0.3405	14	6322	DB00125
1067	DB06839	0.5938	0.3582	0.3284	0.4185	0.2256	0.1538	0.4222	0.2646	14	6322	DB00125
1068	DB07102	0.6216	0.3838	0.3636	0.3475	0.3211	0.2553	0.451	0.2103	14	6322	DB00125
1069	DB07365	0.6429	0.3158	0.3158	0.2465	0.254	0.2	0.4737	0.1406	14	6322	DB00125
1070	DB07532	0.6286	0.3944	0.3944	0.4094	0.3309	0.2222	0.4583	0.2574	14	6322	DB00125
1071	DB07542	0.6562	0.3765	0.2824	0.3448	0.2968	0.1538	0.4884	0.2083	14	6322	DB00125
1072	DB07581	0.6667	0.3902	0.2683	0.3325	0.2763	0.1538	0.5	0.1994	14	6322	DB00125
1073	DB07603	0.6471	0.3944	0.3944	0.4227	0.3194	0.2222	0.4783	0.268	14	6322	DB00125
1074	DB07849	0.6984	0.4533	0.4	0.3441	0.3026	0.3077	0.5366	0.2078	14	6322	DB00125
1075	DB08120	0.5965	0.3175	0.3492	0.2583	0.3455	0.0952	0.425	0.1483	14	6322	DB00125
1076	DB08257	0.7463	0.3421	0.3684	0.441	0.3175	0.2	0.5952	0.2829	14	6322	DB00125
1077	DB08258	0.7463	0.3171	0.3415	0.4768	0.3088	0.1875	0.5952	0.313	14	6322	DB00125
1078	DB08259	0.7463	0.3059	0.3294	0.4709	0.2958	0.1818	0.5952	0.308	14	6322	DB00125
1079	DB08272	0.6333	0.3596	0.3146	0.31	0.314	0.1702	0.4634	0.1834	14	6322	DB00125
1080	DB08370	0.6557	0.3611	0.3611	0.2715	0.3235	0.2581	0.4878	0.1571	14	6322	DB00125
1081	DB08554	0.6452	0.3714	0.3714	0.4421	0.3824	0.2222	0.4762	0.2838	14	6322	DB00125
1082	DB08624	0.6933	0.5057	0.5977	0.2606	0.5269	0.4	0.5306	0.1498	14	6322	DB00125
1083	DB08835	0.6462	0.3059	0.3059	0.3868	0.2917	0.1667	0.4773	0.2398	14	6322	DB00125
1084	DB08838	0.8214	0.7636	0.6182	0.599	0.5495	0.4706	0.697	0.4276	14	6322	DB00125
1085	DB09400	0.7333	0.7037	0.5556	0.4634	0.4375	0.6316	0.5789	0.3016	14	6322	DB00125
1086	DB09477	0.6053	0.32	0.24	0.3172	0.2383	0.1481	0.434	0.1885	14	6322	DB00125
1087	DB11142	0.7333	0.7037	0.5556	0.4634	0.4375	0.6316	0.5789	0.3016	14	6322	DB00125
1088	DB11197	0.6875	0.4156	0.4156	0.4078	0.3529	0.32	0.5238	0.2561	14	6322	DB00125
1089	DB11296	0.6753	0.3093	0.3299	0.2727	0.3213	0.1778	0.5098	0.1579	14	6322	DB00125
1090	DB11815	0.9538	0.8923	0.8	0.9571	0.7786	0.8333	0.9118	0.9177	14	6322	DB00125
1091	DB11876	0.7097	0.4348	0.4638	0.4821	0.4133	0.2857	0.55	0.3176	14	6322	DB00125
1092	DB11879	0.6667	0.3433	0.3881	0.3401	0.2279	0.2432	0.5	0.2049	14	6322	DB00125
1093	DB12160	0.6032	0.381	0.3175	0.2602	0.2258	0.1481	0.4318	0.1496	14	6322	DB00125
1094	DB12237	0.8406	0.6471	0.6471	0.4792	0.4225	0.6667	0.725	0.3151	14	6322	DB00125
1095	DB12444	0.7463	0.6129	0.6129	0.6965	0.5	0.5217	0.5952	0.5343	14	6322	DB00125
1096	DB12692	0.7895	0.434	0.4151	0.4178	0.2362	0.2051	0.6522	0.2641	14	6322	DB00125
1097	DB12697	0.6786	0.7059	0.4706	0.354	0.3409	0.4444	0.5135	0.2151	14	6322	DB00125
1098	DB12750	0.6988	0.4932	0.5753	0.7196	0.5	0.5714	0.537	0.562	14	6322	DB00125
1099	DB12831	0.7273	0.4211	0.4	0.3778	0.2281	0.1951	0.5714	0.2329	14	6322	DB00125
1100	DB12839	0.6757	0.413	0.5	0.5103	0.3119	0.5455	0.5102	0.3425	14	6322	DB00125
1101	DB12870	0.5783	0.6269	0.5373	0.3446	0.3623	0.4615	0.4068	0.2082	14	6322	DB00125
1102	DB12951	0.6462	0.375	0.4375	0.3358	0.3119	0.1667	0.4773	0.2018	14	6322	DB00125
1103	DB12991	0.7895	0.434	0.4151	0.4178	0.2362	0.2051	0.6522	0.2641	14	6322	DB00125
