#	group	type
1	1	similar
2	1	similar
3	1	similar
4	1	similar
5	1	similar
6	1	similar
7	1	similar
8	1	similar
9	1	similar
10	2	similar
11	2	similar
12	2	similar
13	2	similar
14	2	similar
15	2	similar
16	2	similar
17	2	similar
18	2	similar
19	2	similar
20	2	similar
21	2	similar
22	2	similar
23	2	similar
24	2	similar
25	2	similar
26	2	similar
27	2	similar
28	2	similar
29	2	similar
30	2	similar
31	2	similar
32	2	similar
33	2	similar
34	2	similar
35	2	similar
36	2	similar
37	2	similar
38	2	similar
39	2	similar
40	2	similar
41	2	similar
42	2	similar
43	2	similar
44	2	similar
45	2	similar
46	2	similar
47	2	similar
48	2	similar
49	2	similar
50	2	similar
51	2	similar
52	2	similar
53	5	similar
54	5	similar
55	5	similar
56	5	similar
57	5	similar
58	5	similar
59	5	similar
60	5	similar
61	5	similar
62	5	similar
63	5	similar
64	5	similar
65	5	similar
66	5	similar
67	5	similar
68	5	similar
69	5	similar
70	5	similar
71	5	similar
72	5	similar
73	5	similar
74	5	similar
75	5	similar
76	5	similar
77	5	similar
78	5	similar
79	5	similar
80	5	similar
81	5	similar
82	5	similar
83	5	similar
84	5	similar
85	5	similar
86	5	similar
87	5	similar
88	5	similar
89	5	similar
90	5	similar
91	5	similar
92	5	similar
93	5	similar
94	5	similar
95	5	similar
96	5	similar
97	5	similar
98	5	similar
99	5	similar
100	5	similar
101	5	similar
102	5	similar
103	5	similar
104	5	similar
105	5	similar
106	5	similar
107	5	similar
108	5	similar
109	5	similar
110	5	similar
111	5	similar
112	5	similar
113	5	similar
114	5	similar
115	5	similar
116	5	similar
117	5	similar
118	5	similar
119	5	similar
120	5	similar
121	5	similar
122	5	similar
123	5	similar
124	5	similar
125	5	similar
126	5	similar
127	5	similar
128	5	similar
129	5	similar
130	5	similar
131	5	similar
132	5	similar
133	5	similar
134	5	similar
135	5	similar
136	5	similar
137	5	similar
138	5	similar
139	5	similar
140	5	similar
141	5	similar
142	5	similar
143	5	similar
144	5	similar
145	5	similar
146	5	similar
147	5	similar
148	5	similar
149	5	similar
150	5	similar
151	5	similar
152	6	similar
153	6	similar
154	6	similar
155	6	similar
156	6	similar
157	6	similar
158	6	similar
159	6	similar
160	6	similar
161	6	similar
162	6	similar
163	6	similar
164	6	similar
165	6	similar
166	6	similar
167	6	similar
168	6	similar
169	6	similar
170	6	similar
171	6	similar
172	6	similar
173	6	similar
174	6	similar
175	6	similar
176	6	similar
177	6	similar
178	6	similar
179	6	similar
180	6	similar
181	6	similar
182	6	similar
183	6	similar
184	6	similar
185	6	similar
186	6	similar
187	6	similar
188	6	similar
189	6	similar
190	6	similar
191	6	similar
192	6	similar
193	6	similar
194	6	similar
195	6	similar
196	6	similar
197	6	similar
198	6	similar
199	6	similar
200	6	similar
201	6	similar
202	6	similar
203	6	similar
204	6	similar
205	6	similar
206	6	similar
207	6	similar
208	6	similar
209	6	similar
210	6	similar
211	6	similar
212	6	similar
213	6	similar
214	6	similar
215	6	similar
216	6	similar
217	6	similar
218	6	similar
219	6	similar
220	6	similar
221	6	similar
222	6	similar
223	6	similar
224	6	similar
225	6	similar
226	6	similar
227	6	similar
228	6	similar
229	6	similar
230	6	similar
231	6	similar
232	6	similar
233	6	similar
234	6	similar
235	6	similar
236	6	similar
237	6	similar
238	6	similar
239	6	similar
240	6	similar
241	6	similar
242	6	similar
243	6	similar
244	6	similar
245	6	similar
246	6	similar
247	6	similar
248	6	similar
249	6	similar
250	6	similar
251	6	similar
252	6	similar
253	6	similar
254	7	similar
255	7	similar
256	7	similar
257	7	similar
258	7	similar
259	7	similar
260	7	similar
261	7	similar
262	7	similar
263	7	similar
264	7	similar
265	7	similar
266	7	similar
267	7	similar
268	7	similar
269	7	similar
270	7	similar
271	7	similar
272	7	similar
273	7	similar
274	7	similar
275	7	similar
276	7	similar
277	7	similar
278	7	similar
279	7	similar
280	7	similar
281	7	similar
282	7	similar
283	7	similar
284	7	similar
285	7	similar
286	7	similar
287	7	similar
288	7	similar
289	7	similar
290	8	similar
291	8	similar
292	8	similar
293	8	similar
294	8	similar
295	8	similar
296	8	similar
297	8	similar
298	8	similar
299	8	similar
300	8	similar
301	8	similar
302	8	similar
303	8	similar
304	8	similar
305	8	similar
306	8	similar
307	8	similar
308	8	similar
309	8	similar
310	8	similar
311	8	similar
312	8	similar
313	8	similar
314	8	similar
315	8	similar
316	8	similar
317	8	similar
318	8	similar
319	8	similar
320	8	similar
321	8	similar
322	8	similar
323	8	similar
324	9	similar
325	9	similar
326	9	similar
327	9	similar
328	9	similar
329	9	similar
330	9	similar
331	9	similar
332	9	similar
333	9	similar
334	9	similar
335	9	similar
336	9	similar
337	9	similar
338	9	similar
339	9	similar
340	9	similar
341	9	similar
342	9	similar
343	9	similar
344	9	similar
345	9	similar
346	9	similar
347	9	similar
348	9	similar
349	9	similar
350	9	similar
351	9	similar
352	9	similar
353	9	similar
354	9	similar
355	9	similar
356	9	similar
357	9	similar
358	9	similar
359	9	similar
360	9	similar
361	9	similar
362	9	similar
363	9	similar
364	9	similar
365	9	similar
366	9	similar
367	9	similar
368	9	similar
369	9	similar
370	9	similar
371	9	similar
372	9	similar
373	9	similar
374	9	similar
375	9	similar
376	9	similar
377	9	similar
378	9	similar
379	9	similar
380	9	similar
381	9	similar
382	9	similar
383	9	similar
384	9	similar
385	9	similar
386	9	similar
387	9	similar
388	9	similar
389	9	similar
390	9	similar
391	9	similar
392	9	similar
393	9	similar
394	9	similar
395	9	similar
396	9	similar
397	9	similar
398	9	similar
399	9	similar
400	9	similar
401	9	similar
402	9	similar
403	9	similar
404	9	similar
405	9	similar
406	9	similar
407	9	similar
408	9	similar
409	10	similar
410	10	similar
411	10	similar
412	10	similar
413	10	similar
414	10	similar
415	10	similar
416	10	similar
417	10	similar
418	10	similar
419	10	similar
420	10	similar
421	10	similar
422	10	similar
423	10	similar
424	10	similar
425	10	similar
426	10	similar
427	10	similar
428	10	similar
429	10	similar
430	10	similar
431	10	similar
432	10	similar
433	10	similar
434	10	similar
435	10	similar
436	10	similar
437	10	similar
438	10	similar
439	10	similar
440	10	similar
441	10	similar
442	10	similar
443	10	similar
444	10	similar
445	10	similar
446	10	similar
447	10	similar
448	10	similar
449	10	similar
450	10	similar
451	10	similar
452	10	similar
453	10	similar
454	10	similar
455	10	similar
456	10	similar
457	10	similar
458	10	similar
459	10	similar
460	10	similar
461	10	similar
462	10	similar
463	10	similar
464	10	similar
465	10	similar
466	10	similar
467	10	similar
468	10	similar
469	10	similar
470	10	similar
471	10	similar
472	10	similar
473	10	similar
474	10	similar
475	10	similar
476	10	similar
477	10	similar
478	10	similar
479	10	similar
480	10	similar
481	10	similar
482	10	similar
483	10	similar
484	10	similar
485	10	similar
486	10	similar
487	10	similar
488	10	similar
489	10	similar
490	10	similar
491	10	similar
492	10	similar
493	10	similar
494	10	similar
495	10	similar
496	10	similar
497	10	similar
498	10	similar
499	10	similar
500	10	similar
501	10	similar
502	10	similar
503	10	similar
504	10	similar
505	10	similar
506	10	similar
507	10	similar
508	10	similar
509	10	similar
510	10	similar
511	10	similar
512	10	similar
513	10	similar
514	10	similar
515	10	similar
516	10	similar
517	11	similar
518	11	similar
519	11	similar
520	11	similar
521	11	similar
522	11	similar
523	11	similar
524	11	similar
525	11	similar
526	11	similar
527	11	similar
528	11	similar
529	11	similar
530	12	similar
531	12	similar
532	12	similar
533	12	similar
534	12	similar
535	12	similar
536	12	similar
537	12	similar
538	12	similar
539	12	similar
540	12	similar
541	12	similar
542	12	similar
543	12	similar
544	12	similar
545	12	similar
546	12	similar
547	12	similar
548	12	similar
549	12	similar
550	12	similar
551	12	similar
552	12	similar
553	12	similar
554	12	similar
555	12	similar
556	12	similar
557	12	similar
558	12	similar
559	12	similar
560	12	similar
561	12	similar
562	12	similar
563	12	similar
564	12	similar
565	12	similar
566	12	similar
567	12	similar
568	12	similar
569	12	similar
570	12	similar
571	12	similar
572	12	similar
573	12	similar
574	12	similar
575	12	similar
576	12	similar
577	12	similar
578	12	similar
579	12	similar
580	12	similar
581	12	similar
582	12	similar
583	12	similar
584	12	similar
585	12	similar
586	12	similar
587	12	similar
588	12	similar
589	12	similar
590	12	similar
591	12	similar
592	12	similar
593	12	similar
594	12	similar
595	12	similar
596	12	similar
597	12	similar
598	12	similar
599	12	similar
600	12	similar
601	12	similar
602	12	similar
603	12	similar
604	12	similar
605	12	similar
606	12	similar
607	12	similar
608	12	similar
609	12	similar
610	12	similar
611	12	similar
612	12	similar
613	12	similar
614	12	similar
615	12	similar
616	12	similar
617	12	similar
618	12	similar
619	12	similar
620	12	similar
621	12	similar
622	12	similar
623	12	similar
624	12	similar
625	12	similar
626	12	similar
627	12	similar
628	12	similar
629	12	similar
630	12	similar
631	12	similar
632	12	similar
